yard,treatment_group,lab_ID,field_ID,colony_size,queen_year,date_collected,sampling_event,year,queen_breeder,queen_breeder_year,overwinter_success,frame_of_brood,frame_of_bees_FHA,frame_of _bees_date,frame_of_bees,brood_amnt,brood_pat,queen_status,disease_present,FKB_start_date,FKB_end_date,FKB_start_uncapped,FKB_start_capped,FKB_end_capped,FKB_percentile,UBO_date,UBO_T0,UBO_T2,UBO_T0_capped,UBO_T2_capped,UBO_assay_score,RNA_ext_date,virus_count,varroa_count,nosema_count,varroa_load_mites.100.bees,nosema_load_spores.bee,treated,honey_removed,october_weight,pollen_sub_added,comments,,,,
Camisa,,46,13,full,,5/7/2022,6,2021,,,alive,,16,05/02/22,,,,,,,,,,,,,,,,,,20220226,,0,13,0,650000,,,,x,,,,,
Camisa,,43,10,full,,5/7/2022,6,2021,,,alive,,15,05/02/22,,,,,,,,,,,,,,,,,,20220225,,1,134,0.3333333333,6700000,,,,x,,,,,
Camisa,,44,5,full,,5/7/2022,6,2021,,,alive,,17,05/02/22,,,,,,,,,,,,,,,,,,20220218,,2,4,0.6666666667,200000,,,,x,,,,,
Camisa,,42,11,full,,5/7/2022,6,2021,,,alive,,13,05/02/22,,,,,,,,,,,,,,,,,,20220218,,0,275,0,13750000,,,,x,,,,,
Camisa,,48,19,full,,5/7/2022,6,2021,,,alive,,22,05/02/22,,,,,,,,,,,,,,,,,,20220218,,1,16,0.3333333333,800000,,,,x,,,,,
Camisa,,45,16,full,,5/7/2022,6,2021,,,alive,,12,05/02/22,,,,,,,,,,,,,,,,,,20220214,,1,118,0.3333333333,5900000,,,,x,,,,,
Camisa,,47,14,full,,5/7/2022,6,2021,,,alive,,17,05/02/22,,,,,,,,,,,,,,,,,,20220225,,0,35,0,1750000,,,,x,,,,,
Yandow,,59,2,full,,5/7/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220226,,,,0,0,,,,x,,,,,
Yandow,,60,9,full,,5/7/2022,6,2021,,,alive,,12,05/02/22,,,,,,,,,,,,,,,,,,20220218,,0,87,0,4350000,,,,x,,,,,
Yandow,,61,UVM1,full,,5/7/2022,6,2021,,,alive,,14,05/02/22,,,,,,,,,,,,,,,,,,20220218,,0,1,0,50000,,,,x,,,,,
Yandow,,62,UVM2,full,,5/7/2022,6,2021,,,alive,,15,05/02/22,,,,,,,,,,,,,,,,,,20220226,,18,3,6,150000,,,,x,,,,,
Yandow,,63,UVM3,full,,5/7/2022,6,2021,,,alive,,20,05/02/22,,,,,,,,,,,,,,,,,,20220218,,0,0,0,0,,,,x,,,,,
Yandow,,64,UVM4,full,,5/7/2022,6,2021,,,alive,,14,05/02/22,,,,,,,,,,,,,,,,,,20220225,,1,1,0.3333333333,50000,,,,x,,,,,
Yandow,,65,24,full,,5/7/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220225,,,,0,0,,,,x,,,,,
Yandow,,66,UVM5,full,,5/7/2022,6,2021,,,alive,,12,05/02/22,,,,,,,,,,,,,,,,,,20220226,,1,7,0.3333333333,350000,,,,x,,,,,
Allard,,56,25,full,,5/1/2022,6,2021,,,alive ,,8,05/02/22,,,,,,,,,,,,,,,,,,20220309,,3,0,1,0,,,,x,,,,,
Allard,,49,14,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,x,,,,,
Allard,,55,20,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,x,,,,,
Allard,,58,7,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,na,,,,0,0,,,,x,,,,,
Allard,,50,8,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220311,,,,0,0,,,,x,,,,,
Allard,,53,15,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,x,,,,,
Allard,,57,9,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,x,,,,,
Allard,,51,16,full,,5/1/2022,6,2021,,,alive,,20,05/02/22,,,,,,,,,,,,,,,,,,20220311,,2,5,0.6666666667,250000,,,,x,,,,,
Allard,,52,18,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,x,,,,,
Allard,,54,17,full,,5/1/2022,6,2021,,,dead,,,,,,,,,,,,,,,,,,,,,20220309,,,,0,0,,,,x,,,,,
Georgia,NPQ,84,P1,nucleus,2022,7/30/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/10,9:26,11:26:00 AM,53,51,0.038,,,0,3,0,150000,,,,,,,,,
Georgia,NPQ,85,P1,nucleus,2022,7/30/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/10,9:27,11:27:00 AM,51,19,0.627,,,0,8,0,400000,,,,,,,,,
Georgia,NPQ,86,P1,nucleus,2022,7/30/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/10,9:29,11:29:00 AM,51,46,0.098,,,2,2,0.6666666667,100000,,,,,,,,,
Georgia,NPQ,87,P1,nucleus,2022,7/30/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/10,9:32,11:32:00 AM,51,49,0.039,,,0,2,0,100000,,,,,,,,,
Georgia,NPQ,88,P1,nucleus,2022,7/30/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/10,9:36,11:34:00 AM,52,49,0.058,,,0,1,0,50000,,,,,,,,,
Georgia,NPQ,89,P2,nucleus,2022,7/30/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/10,9:38,11:38:00 AM,54,52,0.037,,,0,14,0,700000,,,,,,,,,
Georgia,NPQ,90,P2,nucleus,2022,7/30/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/10,9:40,11:40:00 AM,50,4,0.920,,,0,2,0,100000,,,,,,,,,
Georgia,NPQ,91,P2,nucleus,2022,7/30/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/10,9:43,11:43:00 AM,47,21,0.553,,,0,7,0,350000,,,,,,,,,
Georgia,NPQ,92,P2,nucleus,2022,7/30/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/10,9:45,11:45:00 AM,55,29,0.473,,,0,7,0,350000,,,,,,,,,
Georgia,NPQ,93,P2,nucleus,2022,7/30/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/10,9:49,11:49:00 AM,52,12,0.769,,,0,1,0,50000,,,,,,,,,
Georgia,NPQ,94,P3,nucleus,2022,7/30/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/10,9:52,11:52:00 AM,50,49,0.020,,,1,8,0.3333333333,400000,,,,,,,,,
Georgia,NPQ,95,P3,nucleus,2022,7/30/2022,7,2022,61,2021,,,,,,,,,EFB 8/10,,,,,,,,,,,,,,,0,0,0,0,,,,,Removed from study 8/10,,,,
Georgia,NPQ,96,P3,nucleus,2022,7/30/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/10,10:01,12:01:00 PM,56,38,0.321,,,1,0,0.3333333333,0,,,,,,,,,
Georgia,NPQ,97,P3,nucleus,2022,7/30/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/10,10:03,12:03:00 PM,52,47,0.096,,,1,2,0.3333333333,100000,,,,,,,,,
Georgia,NPQ,98,P3,nucleus,2022,7/30/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/10,10:05,12:05:00 PM,48,35,0.271,,,2,1,0.6666666667,50000,,,,,,,,,
Georgia,NPQ,99,P4,nucleus,2022,7/30/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/10,10:07,12:07:00 PM,53,49,0.075,,,1,3,0.3333333333,150000,,,,,,,,,
Georgia,NPQ,100,P4,nucleus,2022,7/30/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/10,10:11,12:11:00 PM,55,43,0.218,,,0,2,0,100000,,,,,,,,,
Georgia,NPQ,101,P4,nucleus,2022,7/30/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/10,10:12,12:12:00 PM,50,33,0.340,,,0,1,0,50000,,,,,,,,,
Georgia,NPQ,102,P4,nucleus,2022,7/30/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/10,10:14,12:14:00 PM,50,13,0.740,,,4,2,1.333333333,100000,,,,,,,,,
Georgia,NPQ,103,P4,nucleus,2022,7/30/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/10,10:17,12:16:00 PM,51,49,0.039,,,1,0,0.3333333333,0,,,,,,,,,
Georgia,NPQ,104,P5,nucleus,2022,7/30/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/10,10:19,12:19:00 PM,52,48,0.077,,,1,0,0.3333333333,0,,,,,,,,,
Georgia,NPQ,105,P5,nucleus,2022,7/30/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/10,10:23,12:23:00 PM,52,47,0.096,,,1,3,0.3333333333,150000,,,,,,,,,
Georgia,NPQ,106,P5,nucleus,2022,7/30/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/10,10:25,12:25:00 PM,55,53,0.036,,,2,0,0.6666666667,0,,,,,,,,,
Georgia,NPQ,107,P5,nucleus,2022,7/30/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/10,10:27,12:27:00 PM,49,49,0.000,,,0,7,0,350000,,,,,,,,,
Georgia,NPQ,108,P5,nucleus,2022,7/30/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/10,10:29,12:29:00 PM,53,49,0.075,,,0,5,0,250000,,,,,,,,,
Georgia,FHA,109,86 P,nucleus,2022,7/30/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/10,10:31,12:31:00 PM,53,49,0.075,,,0,3,0,150000,,,,,,,,,
Georgia,FHA,110,86 P,nucleus,2022,7/30/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/10,10:33,12:33:00 PM,47,46,0.021,,,1,0,0.3333333333,0,,,,,,,,,
Georgia,FHA,111,86 P,nucleus,2022,7/30/2022,7,2022,86P,2021,,,,,,,,,YES 8/10,,,,,,,,,,,,,,,0,0,0,0,,,,,Removed from study 8/10,,,,
Georgia,FHA,112,86 P,nucleus,2022,7/30/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/10,10:37,12:37:00 PM,49,47,0.041,,,1,6,0.3333333333,300000,,,,,,,,,
Georgia,FHA,113,86 P,nucleus,2022,7/30/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/10,10:39,12:39:00 PM,51,49,0.039,,,0,6,0,300000,,,,,,,,,
Georgia,FHA,114,85P,nucleus,2022,7/30/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/10,10:42,12:42:00 PM,52,47,0.096,,,3,2,1,100000,,,,,,,,,
Georgia,FHA,115,85P,nucleus,2022,7/30/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/10,10:44,12:44:00 PM,52,44,0.154,,,0,0,0,0,,,,,,,,,
Georgia,FHA,116,85P,nucleus,2022,7/30/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/10,10:46,12:46:00 PM,51,48,0.059,,,0,5,0,250000,,,,,,,,,
Georgia,FHA,117,85P,nucleus,2022,7/30/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/10,10:49,12:49:00 PM,48,44,0.083,,,2,8,0.6666666667,400000,,,,,,,,,
Georgia,FHA,118,85P,nucleus,2022,7/30/2022,7,2022,85P,2021,,,,,,,,QL 7/30,,,,,,,,,,,,,,,,2,2,0.6666666667,100000,,,,,Not enough capped brood to test UBO,,,,
Georgia,FHA,119,84P,nucleus,2022,7/30/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/10,10:51,12:50:00 PM,48,45,0.063,,,1,13,0.3333333333,650000,,,,,,,,,
Georgia,FHA,120,84P,nucleus,2022,7/30/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/10,10:54,12:54:00 PM,50,25,0.500,,,0,6,0,300000,,,,,,,,,
Georgia,FHA,121,84P,nucleus,2022,7/30/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/10,10:56,12:56:00 PM,49,27,0.449,,,1,7,0.3333333333,350000,,,,,,,,,
Georgia,FHA,122,84P,nucleus,2022,7/30/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/10,10:59,12:59:00 PM,53,49,0.075,,,0,6,0,300000,,,,,,,,,
Georgia,FHA,123,84P,nucleus,2022,7/30/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/10,11:00,1:00:00 AM,52,20,0.615,,,0,5,0,250000,,,,,,,,,
Georgia,FHA,124,82P,nucleus,2022,7/30/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/10,11:01,1:01:00 AM,53,41,0.226,,,1,0,0.3333333333,0,,,,,,,,,
Georgia,FHA,125,82P,nucleus,2022,7/30/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/10,11:04,1:04:00 AM,50,43,0.140,,,0,2,0,100000,,,,,,,,,
Georgia,FHA,126,82P,nucleus,2022,7/30/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/10,11:06,1:06:00 AM,48,47,0.021,,,1,3,0.3333333333,150000,,,,,,,,,
Georgia,FHA,127,82P,nucleus,2022,7/30/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/10,11:08,1:08:00 AM,51,23,0.549,,,0,1,0,50000,,,,,,,,,
Georgia,FHA,128,82P,nucleus,2022,7/30/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/10,11:10,1:10:00 AM,49,46,0.061,,,1,0,0.3333333333,0,,,,,,,,,
Georgia,FHA,129,81P,nucleus,2022,7/30/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/10,11:12,1:12:00 AM,51,37,0.275,,,0,10,0,500000,,,,,,,,,
Georgia,FHA,130,81P,nucleus,2022,7/30/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/10,11:13,1:13:00 AM,49,49,0.000,,,1,4,0.3333333333,200000,,,,,,,,,
Georgia,FHA,131,81P,nucleus,2022,7/30/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/10,11:15,1:15:00 AM,46,45,0.022,,,0,1,0,50000,,,,,,,,,
Georgia,FHA,132,81P,nucleus,2022,7/30/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/10,11:18,1:18:00 AM,47,45,0.043,,,1,3,0.3333333333,150000,,,,,Stingy,,,,
Georgia,FHA,133,81P,nucleus,2022,7/30/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/10,11:20,1:20:00 AM,46,46,0.000,,,0,8,0,400000,,,,,,,,,
Rainville,NPQ,134,P1,nucleus,2022,7/31/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/12,11:08,1:08:00 AM,50,49,0.020,,,0,3,0,150000,,,,,,,,,
Rainville,NPQ,135,P1,nucleus,2022,7/31/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/12,10:13,12:13:00 PM,52,51,0.019,,,1,3,0.3333333333,150000,,,,,,,,,
Rainville,NPQ,136,P1,nucleus,2022,7/31/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/12,10:17,12:17:00 PM,48,35,0.271,,,1,0,0.3333333333,0,,,,,,,,,
Rainville,NPQ,137,P1,nucleus,2022,7/31/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/12,10:19,12:18:00 PM,50,50,0.000,,,1,1,0.3333333333,50000,,,,,,,,,
Rainville,NPQ,138,P1,nucleus,2022,7/31/2022,7,2022,51,2021,,,,,,,,,,,,,,,,8/12,10:21,12:21:00 PM,50,0,1.000,,,3,0,1,0,,,,,,,,,
Rainville,NPQ,139,P2,nucleus,2022,7/31/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/12,11:01,1:01:00 AM,49,48,0.020,,,1,5,0.3333333333,250000,,,,,,,,,
Rainville,NPQ,140,P2,nucleus,2022,7/31/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/12,9:57,11:57:00 AM,49,29,0.408,,,0,11,0,550000,,,,,,,,,
Rainville,NPQ,141,P2,nucleus,2022,7/31/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/12,10:01,12:01:00 PM,49,47,0.041,,,1,2,0.3333333333,100000,,,,,,,,,
Rainville,NPQ,142,P2,nucleus,2022,7/31/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/12,10:03,12:02:00 PM,52,46,0.115,,,0,3,0,150000,,,,,,,,,
Rainville,NPQ,143,P2,nucleus,2022,7/31/2022,7,2022,46,2021,,,,,,,,,,,,,,,,8/12,10:05,12:05:00 PM,56,24,0.571,,,0,4,0,200000,,,,,,,,,
Rainville,NPQ,144,P3,nucleus,2022,7/31/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/12,10:57,12:57:00 PM,54,48,0.111,,,1,5,0.3333333333,250000,,,,,,,,,
Rainville,NPQ,145,P3,nucleus,2022,7/31/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/12,10:54,12:54:00 PM,47,47,0.000,,,0,1,0,50000,,,,,,,,,
Rainville,NPQ,146,P3,nucleus,2022,7/31/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/12,10:52,12:52:00 PM,50,50,0.000,,,1,0,0.3333333333,0,,,,,,,,,
Rainville,NPQ,147,P3,nucleus,2022,7/31/2022,7,2022,61,2021,,,,,,,,,DWV 8/12,,,,,,,8/12,10:50,12:50:00 PM,52,51,0.019,,,3,4,1,200000,,,,,,,,,
Rainville,NPQ,148,P3,nucleus,2022,7/31/2022,7,2022,61,2021,,,,,,,,,,,,,,,,8/12,10:48,12:48:00 PM,53,33,0.377,,,0,3,0,150000,,,,,,,,,
Rainville,NPQ,149,P4,nucleus,2022,7/31/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/12,10:46,12:46:00 PM,49,23,0.531,,,0,1,0,50000,,,,,,,,,
Rainville,NPQ,150,P4,nucleus,2022,7/31/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/12,10:42,12:42:00 PM,46,45,0.022,,,1,10,0.3333333333,500000,,,,,,,,,
Rainville,NPQ,151,P4,nucleus,2022,7/31/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/12,9:54,11:53:00 AM,49,37,0.245,,,0,11,0,550000,,,,,,,,,
Rainville,NPQ,152,P4,nucleus,2022,7/31/2022,7,2022,63,2021,,,,,,,,QL 7/31,,,,,,,,,,,,,,,,0,2,0,100000,,,,,Removed from study 8/12,,,,
Rainville,NPQ,153,P4,nucleus,2022,7/31/2022,7,2022,63,2021,,,,,,,,,,,,,,,,8/12,9:59,11:58:00 AM,52,44,0.154,,,4,0,1.333333333,0,,,,,,,,,
Rainville,NPQ,154,P5,nucleus,2022,7/31/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/12,9:52,11:52:00 AM,55,38,0.309,,,2,1,0.6666666667,50000,,,,,,,,,
Rainville,NPQ,155,P5,nucleus,2022,7/31/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/12,9:51,11:51:00 AM,51,50,0.020,,,1,11,0.3333333333,550000,,,,,,,,,
Rainville,NPQ,156,P5,nucleus,2022,7/31/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/12,9:48,11:47:00 AM,34,33,0.029,,,0,6,0,300000,,,,,,,,,
Rainville,NPQ,157,P5,nucleus,2022,7/31/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/12,9:45,11:45:00 AM,53,7,0.868,,,0,0,0,0,,,,,,,,,
Rainville,NPQ,158,P5,nucleus,2022,7/31/2022,7,2022,44,2021,,,,,,,,,,,,,,,,8/12,9:42,11:43:00 AM,51,50,0.020,,,0,1,0,50000,,,,,,,,,
Rainville,FHA,159,86 P,nucleus,2022,7/31/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/12,10:43,12:43:00 PM,53,53,0.000,,,0,0,0,0,,,,,,,,,
Rainville,FHA,160,86 P,nucleus,2022,7/31/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/12,10:40,12:39:00 PM,48,47,0.021,,,0,9,0,450000,,,,,,,,,
Rainville,FHA,161,86 P,nucleus,2022,7/31/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/12,10:59,1:01:00 AM,50,23,0.540,,,3,2,1,100000,,,,,,,,,
Rainville,FHA,162,86 P,nucleus,2022,7/31/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/12,11:03,1:03:00 AM,55,46,0.164,,,1,2,0.3333333333,100000,,,,,,,,,
Rainville,FHA,163,86 P,nucleus,2022,7/31/2022,7,2022,86P,2021,,,,,,,,,,,,,,,,8/12,11:05,1:06:00 AM,39,33,0.154,,,0,5,0,250000,,,,,,,,,
Rainville,FHA,164,85P,nucleus,2022,7/31/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/12,10:37,12:37:00 PM,50,45,0.100,,,0,10,0,500000,,,,,,,,,
Rainville,FHA,165,85P,nucleus,2022,7/31/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/12,10:35,12:34:00 PM,55,54,0.018,,,0,0,0,0,,,,,,,,,
Rainville,FHA,166,85P,nucleus,2022,7/31/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/12,10:31,12:30:00 PM,48,46,0.042,,,0,0,0,0,,,,,,,,,
Rainville,FHA,167,85P,nucleus,2022,7/31/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/12,10:28,12:28:00 PM,47,47,0.000,,,3,1,1,50000,,,,,,,,,
Rainville,FHA,168,85P,nucleus,2022,7/31/2022,7,2022,85P,2021,,,,,,,,,,,,,,,,8/12,10:26,12:25:00 PM,48,34,0.292,,,0,1,0,50000,,,,,,,,,
Rainville,FHA,169,84P,nucleus,2022,7/31/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/12,10:33,12:32:00 PM,53,36,0.321,,,2,0,0.6666666667,0,,,,,,,,,
Rainville,FHA,170,84P,nucleus,2022,7/31/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/12,10:15,12:15:00 PM,54,51,0.056,,,3,3,1,150000,,,,,,,,,
Rainville,FHA,171,84P,nucleus,2022,7/31/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/12,10:11,12:11:00 PM,51,10,0.804,,,NA,2,,100000,,,,,July varroa sample missing,,,,
Rainville,FHA,172,84P,nucleus,2022,7/31/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/12,10:09,12:09:00 PM,46,46,0.000,,,1,1,0.3333333333,50000,,,,,,,,,
Rainville,FHA,173,84P,nucleus,2022,7/31/2022,7,2022,84P,2021,,,,,,,,,,,,,,,,8/12,10:07,12:07:00 PM,49,6,0.878,,,0,1,0,50000,,,,,,,,,
Rainville,FHA,174,82P,nucleus,2022,7/31/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/12,11:22,1:22:00 AM,52,35,0.327,,,0,2,0,100000,,,,,,,,,
Rainville,FHA,175,82P,nucleus,2022,7/31/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/12,11:18,1:18:00 AM,53,39,0.264,,,2,2,0.6666666667,100000,,,,,,,,,
Rainville,FHA,176,82P,nucleus,2022,7/31/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/12,11:15,1:14:00 AM,50,9,0.820,,,1,2,0.3333333333,100000,,,,,,,,,
Rainville,FHA,177,82P,nucleus,2022,7/31/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/12,11:13,1:12:00 AM,52,52,0.000,,,0,0,0,0,,,,,,,,,
Rainville,FHA,178,82P,nucleus,2022,7/31/2022,7,2022,82P,2021,,,,,,,,,,,,,,,,8/12,10:23,12:23:00 PM,48,40,0.167,,,NA,NA,,,,,,,July varroa sample missing,,,,
Rainville,FHA,179,81P,nucleus,2022,7/31/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/12,10:24,12:23:00 PM,49,43,0.122,,,0,2,0,100000,,,,,,,,,
Rainville,FHA,180,81P,nucleus,2022,7/31/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/12,11:07,1:07:00 AM,52,49,0.058,,,0,2,0,100000,,,,,,,,,
Rainville,FHA,181,81P,nucleus,2022,7/31/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/12,11:10,1:10:00 AM,50,34,0.320,,,0,0,0,0,,,,,,,,,
Rainville,FHA,182,81P,nucleus,2022,7/31/2022,7,2022,81P,2021,,,,,,,,,YES 8/12,,,,,,,,,,,,,,,0,0,0,0,,,,,Removed from study 8/12,,,,
Rainville,FHA,183,81P,nucleus,2022,7/31/2022,7,2022,81P,2021,,,,,,,,,,,,,,,,8/12,11:20,1:20:00 AM,50,1,0.980,,,1,4,0.3333333333,200000,,,,,,,,,
Georgia,NPQ,84,P1,nucleus,2022,,8,2022,51,2021,,,,,,,,,,8/24/22,8/25/22,6,175,0,1.000,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,85,P1,nucleus,2022,,8,2022,51,2021,,,,,,,,,,8/24/22,8/25/22,5,187,0,1.000,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,86,P1,nucleus,2022,,8,2022,51,2021,,,,,,,,,,8/24/22,8/25/22,2,167,0,1.000,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,87,P1,nucleus,2022,,8,2022,51,2021,,,,,,,,,,8/24/22,8/25/22,6,131,2,0.985,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,88,P1,nucleus,2022,,8,2022,51,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,89,P2,nucleus,2022,,8,2022,46,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,90,P2,nucleus,2022,,8,2022,46,2021,,,,,,,,,,8/24/22,8/25/22,15,152,12,0.921,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,91,P2,nucleus,2022,,8,2022,46,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,92,P2,nucleus,2022,,8,2022,46,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,93,P2,nucleus,2022,,8,2022,46,2021,,,,,,,,,,8/24/22,8/25/22,24,154,0,1.000,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,94,P3,nucleus,2022,,8,2022,61,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,95,P3,nucleus,2022,,8,2022,61,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,96,P3,nucleus,2022,,8,2022,61,2021,,,,,,,,,,8/24/22,8/25/22,2,108,6,0.944,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,97,P3,nucleus,2022,,8,2022,61,2021,,,,,,,,,,8/24/22,8/25/22,3,165,5,0.970,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,98,P3,nucleus,2022,,8,2022,61,2021,,,,,,,,,,8/24/22,8/25/22,13,133,0,1.000,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,99,P4,nucleus,2022,,8,2022,63,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,100,P4,nucleus,2022,,8,2022,63,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,101,P4,nucleus,2022,,8,2022,63,2021,,,,,,,,,,8/24/22,8/25/22,8,143,52,0.636,,,,,,,,,,,,,,,,,,,,,
Georgia,NPQ,102,P4,nucleus,2022,,8,2022,63,2021,,,,,,,,,,8/24/22,8/25/22,14,145,0,1.000,,,,,,,,,,,,,,,,,,,,,
